UPC	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
859551001017	MTCHBOK SYRH DUNNIGAN HILLS 13	MATCHBOOK SYRAH DUNNIGAN HILLS 2013	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	121550	PINNACLE IMPORTS	CS	12	
859551001024	MTCHBOK TMPRNLLO DNNGN HLLS 12	MATCHBOOK TEMPRANILLO DUNNIGAN HILLS 2012	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	102000	PINNACLE IMPORTS	CS	12	
859551001024	BRGSTRM CMBRLND RESERVE PN NR 15	BERGSTROM CUMBERLAND RESERVE PINOT NOIR 2015	BERGSTROM	750 ML	33.75	10440014	PINNACLE IMPORTS	CS	12	
859551001031	MATCHBOOK TINTO REY 2012	MATCHBOOK TINTO REY 2012	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	102010	PINNACLE IMPORTS	CS	12	
859551001055	MSSBCK CHRDNY RUSSIAN RIVER 15	MOSSBACK CHRDNY RUSSIAN RIVER 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	15.75	102440	PINNACLE IMPORTS	CS	12	
859551001079	MSSBCK PN NOR RUSSIAN RIVER 15	MOSSBACK PINOT NOIR RUSSIAN RIVER 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	102461	PINNACLE IMPORTS	CS	12	
859551001086	MOSSBACK CHALK HILL CAB 2015	MOSSBACK CHALK HILL CAB 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	102430	PINNACLE IMPORTS	CS	12	
859551001161	MTCHBOK CAB SAUV DUNN HILLS 16	MATCHBOOK CABERNET SAUV DUNN HILLS 2016	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	101960	PINNACLE IMPORTS	CS	12	
859551001239	MSSBCK PN NOR CENTRAL COAST 16	MOSSBACK PINOT NOIR CENTRAL COAST 2016	MATCHBOOK WINE CO./ CREW WINE	750 ML	15.75	102450	PINNACLE IMPORTS	CS	12	
859551001291	MTCHBOK THE ARSONIST CHRDNY 15	MATCHBOOK THE ARSONIST CHRDNY 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	121569	PINNACLE IMPORTS	CS	12	
859551001338	MATCHBOOK THE ARSONIST RD 2015	MATCHBOOK THE ARSONIST RD 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	127180	PINNACLE IMPORTS	CS	12	
859551001352	MATCHBOOK RANGE 19 RD 2013 CPWM	MATCHBOOK RANGE 19 RD 2013 CPWM	MATCHBOOK WINE CO./ CREW WINE	750 ML	7.5	127170	PINNACLE IMPORTS	CS	12	
859551001505	TINTO REY ROSE DUNNIGAN HILLS	TINTO REY ROSE DUNNIGAN HILLS	MATCHBOOK WINE CO./ CREW WINE	750 ML		1988	PINNACLE IMPORTS	CS	12	
859551001611	CHSNG VNS RRV SV BLANC 14 CPWM	CHASING VENUS RRV SAUVIGNON BLANC 2014 CPWM	MATCHBOOK WINE CO./ CREW WINE	750 ML	9	121568	PINNACLE IMPORTS	CS	12	
859771005000	CARMELZD CHC. CHRRO BLTC PRTR	MOODY TONGUE CARAMELIZED CHOC. CHURRO BALTIC PORTER 4PK	MOODY TONGUE BREWING CO	12 OZ		1349	PINNACLE IMPORTS	CS	24	
859771005024	MODY TONGUE SLICED NECTARINE IPA	MOODY TONGUE SLICED NECTARINE IPA 4PK	MOODY TONGUE BREWING CO	12 OZ		1348	PINNACLE IMPORTS	CS	24	
859771005031	MODY TNGE STEEPD EMPRRS LMN SSON	MOODY TONGUE STEEPED EMPERORS LEMON SAISON 4PK	MOODY TONGUE BREWING CO	12 OZ		1347	PINNACLE IMPORTS	CS	24	
859771005079	MOODY TONGUE APPLEWOOD GOLD	MOODY TONGUE APPLEWOOD GOLD 4PK	MOODY TONGUE BREWING CO	12 OZ		1346	PINNACLE IMPORTS	CS	24	
859771005116	MOODY TONGUE APERTIF PILSNER	MOODY TONGUE APERTIF PILSNER	MOODY TONGUE BREWING CO	12 OZ		1623	PINNACLE IMPORTS	CS	24	
865897000003	LUCKY TOWN BALLISTIC BLONDE CANS	LUCKY TOWN BALLISTIC BLONDE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1665	PINNACLE IMPORTS	CS	24	
865897000010	LUCKY TOWN PUB ALE CANS	LUCKY TOWN PUB ALE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1667	PINNACLE IMPORTS	CS	24	
865897000027	LCKY TWN FLRE INCDNT OATML STOUT	LUCKY TOWN FLARE INCIDENT OATMEAL STOUT	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1671	PINNACLE IMPORTS	CS	24	
865897000034	LUCKY TOWN HOP FIASCO IPA CANS	LUCKY TOWN HOP FIASCO IPA CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1669	PINNACLE IMPORTS	CS	24	
865897000041	LUCKY TOWN GOSE GAMBLIN CANS	LUCKY TOWN GOSE GAMBLIN CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1673	PINNACLE IMPORTS	CS	24	
865897000072	LCKY TWN OLD N 49 FRMHOUSE CANS	LUCKY TOWN OLD NO. 49 FARMHOUSE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1675	PINNACLE IMPORTS	CS	24	
868067000001	SECOND SELF RD HOP RYE CANS	SECOND SELF RD HOP RYE CANS	SECOND SELF BEER COMPANY	12 OZ		1338	PINNACLE IMPORTS	CS	24	
868067000018	SECOND SELF THAI WHEAT CANS	SECOND SELF THAI WHEAT CANS	SECOND SELF BEER COMPANY	12 OZ		1333	PINNACLE IMPORTS	CS	24	
868067000032	SECOND SELF CITRUS IPA CANS	SECOND SELF CITRUS IPA CANS	SECOND SELF BEER COMPANY	12 OZ		1337	PINNACLE IMPORTS	CS	24	
868067000049	SECOND SELF MOLE PORTER CANS	SECOND SELF MOLE PORTER CANS	SECOND SELF BEER COMPANY	12 OZ		1339	PINNACLE IMPORTS	CS	24	
868067000070	SECOND SELF ATALE CANS	SECOND SELF AT-ALE CANS	SECOND SELF BEER COMPANY	12 OZ		1540	PINNACLE IMPORTS	CS	24	
868067000094	SCND SLF MG MARGARTA IN GSE CANS	SECOND SELF MIG MARGARITA IN GOSE CANS	SECOND SELF BEER COMPANY	12 OZ		1626	PINNACLE IMPORTS	CS	24	
868670000252	SECOND SELF MAVERICK  GOSE CANS	SECOND SELF MAVERICK & GOSE CANS	SECOND SELF BEER COMPANY	12 OZ		1334	PINNACLE IMPORTS	CS	24	
872417002102	LA FLOR MALBEC 2016	LA FLOR MALBEC 2016	PAUL HOBBS IMPORTS	750 ML	13.5	123641	PINNACLE IMPORTS	CS	12	
872417002133	MAS DOIX SALANQUES 2013	MAS DOIX SALANQUES 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	31.5	120721	PINNACLE IMPORTS	CS	12	
873964000016	CH BELLEVUE PEYCHARNEAU 2014	CH. BELLEVUE PEYCHARNEAU 2014	AQUITAINE WINE COMPANY	750 ML	15	113260	PINNACLE IMPORTS	CS	12	
873964000054	CH LA FREYNELLE BLANC 2014	CH. LA FREYNELLE BLANC 2014	AQUITAINE WINE COMPANY	750 ML	12	113560	PINNACLE IMPORTS	CS	12	
873964000306	EIEIO MERDITH MITCHELL 2005	EIEIO MERDITH MITCHELL 2005 6PK	EIEIO & COMPANY	750 ML	56.25	12245105	PINNACLE IMPORTS	CS	6	
873964000306	ANDRE 2014-ST GERGS-ST EMILN	CH. SAINT ANDRE CORBIN 2014-ST GEORGES-ST EMILION	AQUITAINE WINE COMPANY	750 ML	19.5	11401012	PINNACLE IMPORTS	CS	12	
873964000306	VESPRES MONTSANT 2015	VESPRES MONTSANT 2015	CLASSICAL WINES	750 ML	16.5	110897	PINNACLE IMPORTS	CS	12	
873964001167	LAROQUE CAB FRANC 2016	DOM LAROQUE CABERNET FRANC 2016	AQUITAINE WINE COMPANY	750 ML	9.75	113700	PINNACLE IMPORTS	CS	12	
873964001914	LAROQUE CHRDNY 2015	DOM LAROQUE CHRDNY 2015	AQUITAINE WINE COMPANY	750 ML	9	127424	PINNACLE IMPORTS	CS	12	
875359001974	DE DOLLE OERBIER112	DE DOLLE OERBIER 20PK/11.2	B. UNITED	11.2 OZ		301450	PINNACLE IMPORTS	CS	20	
875359002544	GATEWAY VINHO VERDE 2011	GATEWAY VINHO VERDE 2011	BOUTIQUE	750 ML	9	108730	PINNACLE IMPORTS	CS	12	
875559001943	DE DOLLE DULLE TEVE TRIPEL112	DE DOLLE DULLE TEVE TRIPEL 20PK/11.2	B. UNITED	11.2 OZ		301440	PINNACLE IMPORTS	CS	20	
877591001736	SIDRI MUIRFIELD VINEYARD PN 12	SIDURI MUIRFIELD VINEYARD PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	32.25	121312	PINNACLE IMPORTS	CS	12	
877591002221	SIDRI ABRE VERT VINEYARD PN 12	SIDURI ABRE VERT VINEYARD PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	32.25	121313	PINNACLE IMPORTS	CS	12	
877591002245	SIDURI WILLAMETTE VALLEY PN 2016	SIDURI WILLAMETTE VALLEY PN 2016	JACKSON FAMILY WINES- SIDURI	750 ML	24.75	121314	PINNACLE IMPORTS	CS	12	
877591002771	SIDRI RSSN RVR VLLY PN NOIR 14	SIDURI RUSSIAN RIVER VALLEY PINOT NOIR 2014	JACKSON FAMILY WINES- SIDURI	750 ML	27	121300	PINNACLE IMPORTS	CS	12	
877591002931	SIDRI CHEHALEM MOUNTAINS PN 12	SIDURI CHEHALEM MOUNTAINS PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	28	121311	PINNACLE IMPORTS	CS	12	
879716000242	BOUSQUET RESERVE MALBEC 2013	DOM BOUSQUET RESERVE MALBEC 2013	WISD LLC	750 ML	15.75	120012	PINNACLE IMPORTS	CS	12	
879716000563	BOUSQUET RESERVE CAB SAUV 2012	DOM BOUSQUET RESERVE CABERNET SAUVIGNON 2012	WISD LLC	750 ML	15.75	108961	PINNACLE IMPORTS	CS	12	
879716000563	CLS PSSARRA EL RMON PRIORAT 10	CLOS PISSARRA EL RAMON PRIORAT 2010	MIURA VINEYARDS	750 ML	24.75	110690	PINNACLE IMPORTS	CS	12	
879716003076	BOUSQUET GAIA RD BLEND 2013	DOM BOUSQUET GAIA RD BLEND 2013	WISD (MHW/BOUSQUET)-DO NOT USE	750 ML	15.75	108962	PINNACLE IMPORTS	CS	12	
890365001015	3 SNTS SANTA MARIA PN NOIR 12	THREE SAINTS SANTA MARIA PINOT NOIR 2012	DIERBERG	750 ML	17.25	104060	PINNACLE IMPORTS	CS	12	
890365001022	THREE SAINTS CAB SAUV 2013	THREE SAINTS CABERNET SAUVIGNON 2013	DIERBERG	750 ML	18	120500	PINNACLE IMPORTS	CS	12	
890365001053	DERBRG SANTA MARA VLLY PN NR 12	DIERBERG SANTA MARIA VALLEY PINOT NOIR 2012	DIERBERG	750 ML	35.25	10089012	PINNACLE IMPORTS	CS	6	
890365001077	STR LNE HPPY CNYN SUV BLANC 15	STAR LANE HAPPY CANYON SAUVIGNON BLANC 2015	DIERBERG	750 ML	18.75	116260	PINNACLE IMPORTS	CS	12	
890365001084	DERBRG SANTA MARA VLLY CHRDNY 14	DIERBERG SANTA MARIA VALLEY CHRDNY 2014	DIERBERG	750 ML	26.25	11593013	PINNACLE IMPORTS	CS	12	
890365001169	STAR LANE HAPPY CANYON CAB 2012	STAR LANE HAPPY CANYON CABERNET 2012	DIERBERG	750 ML	40.5	103370	PINNACLE IMPORTS	CS	12	
891485000982	LST VNYRDS MRLOT SOLID CASE ONLY	LOST VNYRDS MERLOT SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109220	PINNACLE IMPORTS	CS	12	
892159000051	HALL NAPA SAUV BLANC 2016	HALL NAPA SAUV BLANC 2016	HALL	750 ML	20.25	10168114	PINNACLE IMPORTS	CS	12	
892159000327	TNTA RCCA BARBERA DALBA DOC 12	TENUTA ROCCA BARBERA DALBA DOC 2012	MARTIGNETTI CO. (VISION W&S)	750 ML	16.5	124730	PINNACLE IMPORTS	CS	6	
892159000327	HALL NAPA MERLOT 2014	HALL NAPA MERLOT 2014	HALL	750 ML	27	100090	PINNACLE IMPORTS	CS	12	
892159000570	BYERSCHR BHNHF LEIPZGR PRTCS	BAYERISCHER BAHNHOF LEIPZIGER DOPPEL PORTER PORTICUS W/ B	B. UNITED	20 L		125292	PINNACLE IMPORTS	EA	1	
892159000570	DOCKSDE PILSNER 16BBL 52GAL KEG	THOMAS CREEK DOCKSIDE PILSNER 1/6BBL 5.2GAL KEG	THOMAS CREEK BREWERY	5.16667GA L		304370	PINNACLE IMPORTS	EA	1	
892159000570	HALL CAB SAUV 2013 COSTCO	HALL CABERNET SAUVIGNON 2013 COSTCO	HALL	750 ML	43.75	10166013	PINNACLE IMPORTS	CS	12	
892159000570	HALL NAPA VALLEY CAB SAUV 2013	HALL NAPA VALLEY CABERNET SAUVIGNON 2013	HALL	750 ML	43.75	101660131	PINNACLE IMPORTS	CS	12	
892703002029	STHRN STR BOMBSHLL BLONDE 4 12OZ	SOUTHERN STAR BOMBSHELL BLONDE 4/6PK 12OZ	SOUTHERN STAR	12 OZ		300810	PINNACLE IMPORTS	CS	24	
892703002036	STHRN STR BRD HTCHT STOUT 6 12OZ	SOUTHERN STAR BURIED HATCHET STOUT 6/4PK 12OZ	SOUTHERN STAR	12 OZ		300820	PINNACLE IMPORTS	CS	24	
893247000892	BIRRIFCO ALMND 22 HBRNM 12127OZ	BIRRIFCIO ALMOND 22 HIBERNUM / 12/12.7OZ	B. UNITED	12.7 OZ		301921	PINNACLE IMPORTS	CS	12	
893568000021	SLODOWN SEXUAL CHOC 2015	SLODOWN SEXUAL CHOCOLATE 2015	SLO DOWN WINES	750 ML	19.5	121890	PINNACLE IMPORTS	CS	12	
893940002285	DAMA DEL ROVERE SOAVE 2016	DAMA DEL ROVERE SOAVE 2016	NORTH BERKELEY IMPORTS	750 ML	13.5	119260	PINNACLE IMPORTS	CS	12	
894185000050	CCKBRNS SPCL RESERVE EARTHFRE	COCKBURNS SPECIAL RESERVE TINS EARTHFARE	PREMIUM PORT WINES	750 ML		105491	PINNACLE IMPORTS	CS	6	
894185000623	LST VNYRDS SANGRA SLD CSE ONLY	LOST VNYRDS RD SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110310	PINNACLE IMPORTS	CS	12	
894185000685	VNYRDS WHT SANGRA SLD CSE ONLY	LOST VNYRDS WHITE SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110350	PINNACLE IMPORTS	CS	12	
894185000739	LST VNYRDS TMPRNLLO SLD CSE ONLY	LOST VNYRDS TEMPRANILLO SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110370	PINNACLE IMPORTS	CS	12	
894185000876	LST VNYRDS BNCO SOLD CASE ONLY	LOST VNYRDS BIANCO (SOLID CASE ONLY)	LOST VINEYARDS	750 ML	6	106110	PINNACLE IMPORTS	CS	12	
894185000883	LST VNYRDS SPMNTE SOLD CASE ONLY	LOST VNYRDS SPUMANTE 6PK SOLID CASE ONLY	LOST VINEYARDS	750 ML	5.25	106130	PINNACLE IMPORTS	CS	6	
894185000890	VNYRDS ROSSO (SNGVES) CSE ONLY	LOST VNYRDS ROSSO (SANGIOVESE) SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	106140	PINNACLE IMPORTS	CS	12	
894185000937	LST VNYRDS CHRDNY SOLD CASE ONLY	LOST VNYRDS CHRDNY SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109200	PINNACLE IMPORTS	CS	12	
894476000509	STT CFFEE CHC VANLLA CHILS BTTLS	PRAIRIE BOMB STOUT W/ COFFEE CHOCOLATE VANILLA CHILIS BOTTLES	KREBS BREWING CO (PRAIRIE)	12 OZ		1683	PINNACLE IMPORTS	CS	12	
894776000063	STANDRD HPPY FRMHOUSE ALE BOTTLE	PRAIRIE STANDARD HOPPY FARMHOUSE ALE BOTTLE	KREBS BREWING CO (PRAIRIE)	12 OZ		1679	PINNACLE IMPORTS	CS	24	
894776000421	SCHUG SONOMA CAB SAUV 2014	SCHUG SONOMA CABERNET SAUVIGNON 2014	SCHUG CARNEROS ESTATE WINERY	750 ML	21.75	10325011	PINNACLE IMPORTS	CS	12	
894776000957	MERICA BOTTLES LR	PRAIRIE MERICA BOTTLES (LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1677	PINNACLE IMPORTS	CS	12	
894776000995	FNKY MSC (MSC DRY HPPD SR)(LR)	PRAIRIE FUNKY GOLD MOSAIC (MOSAIC DRY HOPPED SOUR)(LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1689	PINNACLE IMPORTS	CS	12	
897941000110	PAUL HOBBS CROSS BARN CHARD 2016	PAUL HOBBS CROSS BARN CHARD 2016	PAUL HOBBS WINERY	750 ML	22.5	12144014	PINNACLE IMPORTS	CS	12	
897941000127	WLD BER C WLD SR BLEND 15 20L	WILD BEER CO. WILD SOUR BLEND 2015 20L	B. UNITED	20 L		123594	PINNACLE IMPORTS	EA	1	
897941000271	BIRRIFICO DCTO LNA RSA 1611.2Z	BIRRIFICIO DUCATO LA LUNA ROSA 2011 / 16/11.2OZ	B. UNITED	11.2 OZ		302007	PINNACLE IMPORTS	CS	16	
897941000271	PL HOBBS CROSS BARN PN NOIR 15	PAUL HOBBS CROSS BARN PINOT NOIR 2015	PAUL HOBBS WINERY	750 ML	30	10290013	PINNACLE IMPORTS	CS	12	
897941000479	PL HBBS ULISES VALDEZ PN NOIR 14	PAUL HOBBS ULISES VALDEZ PINOT NOIR 14	PAUL HOBBS WINERY	750 ML	62	1331	PINNACLE IMPORTS	CS	12	
897941000677	HITCHNO NESTBER CLSSC AL11.2Z*	HITACHINO NESTBEER JAPANESE CLASSIC ALE 24PK/11.2OZ*	B. UNITED	11.2 OZ		302190	PINNACLE IMPORTS	CS	24	
898194002005	BRD REBLS ESB 16 BRRL 5.2 GLLN	FRENCH BROAD 13 REBELS ESB 1/6 BARREL 5.2 GALLON	FRENCH BROAD BREWERY	5.16667GA L		303740	PINNACLE IMPORTS	EA	1	
898194002005	ONEHOPE CHRDNY 2016 BCA	ONEHOPE CHRDNY 2016 BCA	ONE HOPE	750 ML	11.25	116190	PINNACLE IMPORTS	CS	12	
898194002012	ONEHOPE MERLOT 2014	ONEHOPE MERLOT 2014	ONE HOPE	750 ML	11.25	118600	PINNACLE IMPORTS	CS	12	
898194002029	ONEHOPE CAB 2015	ONEHOPE CAB 2015	ONE HOPE	750 ML	11.25	116180	PINNACLE IMPORTS	CS	12	
898194002036	BIRRIFICO DCTO KJI RSO BLK KJI	BIRRIFICIO DUCATO KOJI IL RISO W/ BLK KOJI	B. UNITED	11.2 OZ		124055	PINNACLE IMPORTS	CS	12	
898194002036	ONEHOPE ZIN 2013	ONEHOPE ZIN 2013	ONE HOPE	750 ML	12	102830	PINNACLE IMPORTS	CS	12	
898194002043	BIRRIFICO DCTO BRTT PET DAYDREAM	BIRRIFICIO DUCATO BRETT PEAT DAYDREAM	B. UNITED	11.2 OZ		124052	PINNACLE IMPORTS	CS	12	
898194002043	ONEHOPE SAUV BLANC 2015	ONEHOPE SAUVIGNON BLANC 2015	ONE HOPE	750 ML	11.25	102810	PINNACLE IMPORTS	CS	12	
898194002047	ONEHPE RESERVE EDNA VLLY NR 12	ONEHOPE RESERVE EDNA VALLEY PINOT NOIR 2012	ONE HOPE	750 ML	16.5	102780	PINNACLE IMPORTS	CS	12	
898194002074	ONEHOPE SPARKLING NV	ONEHOPE SPARKLING NV	ONE HOPE	750 ML	11.25	102820	PINNACLE IMPORTS	CS	12	
898194002111	BRD REBLS ESB 12 BRRL 15.5 GLLN	FRENCH BROAD 13 REBELS ESB 1/2 BARREL 15.5 GALLON	FRENCH BROAD BREWERY	1/2 BB L		303730	PINNACLE IMPORTS	EA	1	
898194002111	ONEHOPE WHOLEFOODS CAB	ONEHOPE WHOLEFOODS CAB	ONE HOPE	750 ML	7.5	116181	PINNACLE IMPORTS	CS	12	
898194002128	ONEHOPE RD 2015 12750ML	ONEHOPE RD 2015 12/750ML	ONE HOPE	750 ML	12.75	127260	PINNACLE IMPORTS	CS	12	
898194002395	ONEHOPE PINOT GRIGIO 2015	ONEHOPE PINOT GRIGIO 2015	ONE HOPE	750 ML	12.75	127270	PINNACLE IMPORTS	CS	12	
898194002517	ONEHOPE WHOLEFOODS SAUV BLANC	ONEHOPE WHOLEFOODS SAUVIGNON BLANC	ONE HOPE	750 ML	7.5	1429	PINNACLE IMPORTS	CS	12	
898446000056	IL PALZZNE ROSSO DL PALAZZONE NV	IL PALAZZONE ROSSO DEL PALAZZONE NV	DOMAINE SELECT WINE ESTATE	750 ML	23.25	107230	PINNACLE IMPORTS	CS	12	
899109002028	DE DOLLE STILLE NACHT112	DE DOLLE STILLE NACHT 20PK/11.2	B. UNITED	11.2 OZ		301470	PINNACLE IMPORTS	CS	20	
899109002028	SECATEURS CHENIN BLANC 2016	SECATEURS CHENIN BLANC 2016	BROADBENT SELECTIONS	750 ML	13.5	111220	PINNACLE IMPORTS	CS	12	
899109002035	SECATEURS RD BLEND 2013	SECATEURS RD BLEND 2013	BROADBENT SELECTIONS	750 ML	15	111230	PINNACLE IMPORTS	CS	12	
899109002042	SECATEURS ROSE 2017	SECATEURS ROSE 2017	BROADBENT SELECTIONS	750 ML	13.5	111225	PINNACLE IMPORTS	CS	12	
899109002073	 DS ORIGINAL ALE SPAIN 12127OZ	DE DUES ORIGINAL ALE SPAIN / 12/12.7OZ	B. UNITED	12.7 OZ		119920	PINNACLE IMPORTS	CS	12	
899109002073	CURATOR RD BLEND 2013	CURATOR RD BLEND 2013	BROADBENT SELECTIONS	750 ML	9	111235	PINNACLE IMPORTS	CS	12	
899109002080	CURATOR WHT BLEND NEW LABEL 2015	CURATOR WHITE BLEND NEW LABEL 2015	BROADBENT SELECTIONS	750 ML	9	111237	PINNACLE IMPORTS	CS	12	
899498000155	DARIOUSH CARAVAN CAB BLEND 2014	DARIOUSH CARAVAN CAB BLEND 2014	DARIOUSH	750 ML	39	12257013	PINNACLE IMPORTS	CS	12	
899498000179	DARIOUSH CAB SAUV 2014	DARIOUSH CABERNET SAUVIGNON 6PK 2014	DARIOUSH	750 ML	79.5	10003013	PINNACLE IMPORTS	CS	6	
899498000193	TTNC GEWURZTRMINER CROW VYD 14	TEUTONIC GEWURZTRAMINER CROW VYD 2014	TEUTONIC WINE CO	750 ML	18	126042	PINNACLE IMPORTS	CS	12	
899498000209	DARIOUSH VIOGNIER 2016	DARIOUSH VIOGNIER 2016 6PK	DARIOUSH	750 ML	37.5	10086014	PINNACLE IMPORTS	CS	6	
947799050018	BLANDYS RAINWATER MADEIRA NV	BLANDYS RAINWATER MADEIRA NV	PREMIUM PORT WINES	750 ML	15.75	105810	PINNACLE IMPORTS	CS	12	
949922928443	HEDGES HIP CHARD 2014	HEDGES H.I.P. CHARD 2014	HEDGES FAMILY ESTATE	750 ML	13.5	124801	PINNACLE IMPORTS	CS	12	
1898061012639	JANPL BRN BEU BLANC CHARD 16	JEAN-PAUL BRUN BEAU. BLANC CHARD 2016	LOUIS-DRESSNER	750 ML	15	11306014	PINNACLE IMPORTS	CS	12	
3062670239200	AIMERY CREMANT DE LIMOUX BRUT	AIMERY CREMANT DE LIMOUX BRUT	MHW /DHI	750 ML	12.75	111560	PINNACLE IMPORTS	CS	12	
3062670239217	AIMERY CREMANT DE LIMOUX ROSE	AIMERY CREMANT DE LIMOUX ROSE	MHW /DHI	750 ML	12.75	111570	PINNACLE IMPORTS	CS	12	
3422511080130	DNTI CHRDNY SRELLE SEMPRE 13 3L	DONATI CHRDNY SORELLE SEMPRE 2013 3L	DONATI FAMILY VINEYARD	3 L	66	100991	PINNACLE IMPORTS	EA	1	
3443200022002	PERRAUD MACONVILLAGES 2016	DOM PERRAUD MACON-VILLAGES 2016	NORTH BERKELEY IMPORTS	750 ML	15.75	112880	PINNACLE IMPORTS	CS	12	
3443200620017	GLZN DERPE-MERE GROKT FMЙESMKY	GLAZEN SAISON DERPE-MERE SAISON GEROOKT FUMЙE/SMOKEY	B. UNITED	20 L		302772	PINNACLE IMPORTS	EA	1	
3443200620017	TERRS SECRETS CRMNT BORGGNE 	TERRES SECRETES CREMANT DE BOURGOGNE BLANC DE NOIRS BRUT NV	NORTH BERKELEY IMPORTS	750 ML	19.5	117100	PINNACLE IMPORTS	CS	12	
3450460075068	DUMOL CONNOR PN NOIR 2013	DUMOL CONNOR PINOT NOIR 2013 6PK	DUMOL WINERY	750 ML	71.25	10118313	PINNACLE IMPORTS	CS	6	
3481464787930	CASSAGNOLES GASCOGNE BLANC 2016	CASSAGNOLES GASCOGNE BLANC 2016	WEYGANDT-METZLER IMPORTING	750 ML	8.25	112990	PINNACLE IMPORTS	CS	12	
3521211002203	PUECH HAUT PRESTIGE RD 2013	PUECH HAUT PRESTIGE RD 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	16.5	12066014	PINNACLE IMPORTS	CS	12	
3539301005010	DML SONMA CHRDNY 14 ON PREM ONLY	DUMOL SONOMA CHRDNY 2014 ON PREM ONLY	DUMOL WINERY	750 ML	36.75	101221	PINNACLE IMPORTS	CS	12	
3539301005010	CH LAMOTHE WHT 2016	CH. LAMOTHE WHITE 2016	JANDELL SELECTIONS	750 ML	14.25	11366013	PINNACLE IMPORTS	CS	12	
3539301094014	CH LAMOTHE RD 2014	CH. LAMOTHE RD 2014	JANDELL SELECTIONS	750 ML	15	113670	PINNACLE IMPORTS	CS	12	
3700209604005	PCH HT LA CLOSERE DU PIC 14 DI	PUECH HAUT LA CLOSERIE DU PIC 2014 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML		120662	PINNACLE IMPORTS	CS	6	
3700209604005	LA QUINTINYE VERMOUTH ROUGE	LA QUINTINYE VERMOUTH ROUGE	DOMAINE SELECT WINE ESTATE	750 ML	21.75	126462	PINNACLE IMPORTS	CS	6	
3700209604029	LA QUINTNYE VERMOUTH ROUGE 375ML	LA QUINTINYE VERMOUTH ROUGE 375ML	DOMAINE SELECT WINE ESTATE	375 ML	15	126465	PINNACLE IMPORTS	CS	12	
3700209604128	LA QINTNYE VERMOUTH BIANCO 375ML	LA QUINTINYE VERMOUTH BIANCO 375ML	DOMAINE SELECT WINE ESTATE	375 ML	15	126463	PINNACLE IMPORTS	CS	12	
3700209604203	LA QUINTINYE VERMOUTH EXTRA DRY	LA QUINTINYE VERMOUTH EXTRA DRY	DOMAINE SELECT WINE ESTATE	750 ML	21.75	126461	PINNACLE IMPORTS	CS	6	
3700209604227	LA QINTNYE VRMTH EXTRA DRY 375ML	LA QUINTINYE VERMOUTH EXTRA DRY 375ML	DOMAINE SELECT WINE ESTATE	375 ML	15	126464	PINNACLE IMPORTS	CS	12	
3706236240218	JENVESSELLE OL PDRIX CHAMPAGNE	JEAN-VESSELLE OEIL DE PEDRIX CHAMPAGNE	NORTH BERKELEY IMPORTS	750 ML	49.5	122660	PINNACLE IMPORTS	CS	12	
3760025285673	DRY CRK SAILORS CUVEE 15L	DRY CREEK SAILORS CUVEE 1.5L	DRY CREEK VINEYARD	1.5 L	30	101051	PINNACLE IMPORTS	CS	6	
3760031472241	LAFAGE  ST ROCH BLANC VV 2014	LAFAGE - ST ROCH BLANC VV 2014	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12	12065214	PINNACLE IMPORTS	CS	12	
