UPC	length	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
683318988309	y	4TH ANN ALE SOUR AGED GINGER	PRAIRIE 4TH ANNIVERSARY ALE (SOUR AGED ON GINGER) (LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1691	PINNACLE IMPORTS	CS	12
683318988323	y	STOUT W TOASTED COCO & VAN	PRAIRIE PARADISE STOUT W/ TOASTED COCONUT & VANILLA BOTTLES	KREBS BREWING CO (PRAIRIE)	12 OZ		1681	PINNACLE IMPORTS	CS	12
683318988415	y	PRISON RODEO HOPPY COFFEE ALE	PRAIRIE PRISON RODEO HOPPY COFFEE ALE (LR)	KREBS BREWING CO (PRAIRIE)	12 OZ		1709	PINNACLE IMPORTS	CS	24
683318988422	y	TWIST DRY HOPPED SOUR CANS	PRAIRIE TWIST DRY HOPPED SOUR CANS	KREBS BREWING CO (PRAIRIE)	12 OZ		1707	PINNACLE IMPORTS	CS	24
683318988439	y	VAPE TRICKS SOUR CHERRY CANS	PRAIRIE VAPE TRICKS SOUR CHERRY CANS (LR)	KREBS BREWING CO (PRAIRIE)	12 OZ		1743	PINNACLE IMPORTS	CS	24
689076060997	y	HOPPIN FROG MEAN MANALISHI 2 IPA	HOPPIN FROG MEAN MANALISHI DOUBLE IPA	HOPPIN FROG BREWERY	22 OZ		123150	PINNACLE IMPORTS	CS	12
689076200293	y	CDR LE BOUQUET DES GARRIGUES 12	CAILLOU CDR LE BOUQUET DES GARRIGUES 2012	NORTH BERKELEY IMPORTS	750 ML	22.5	11132012	PINNACLE IMPORTS	CS	12
689076200293	y	CAILLOU COTES CDR CUVEE UNIQ 14	CAILLOU COTES CDR VV CUVEE UNIQUE 2014	NORTH BERKELEY IMPORTS	750 ML	22.5	11132011	PINNACLE IMPORTS	CS	12
689076839341	y	HOPPIN FROG GOOSE JUICE RYE IPA	HOPPIN FROG GOOSE JUICE RYE IPA	HOPPIN FROG BREWERY	22 OZ		123141	PINNACLE IMPORTS	CS	12
689076839341	y	HOPPIN FROG HOPPIN TO HEAVEN IPA	HOPPIN FROG HOPPIN TO HEAVEN IPA	HOPPIN FROG BREWERY	22 OZ		123140	PINNACLE IMPORTS	CS	12
689076839549	y	HOPPIN FROG BORIS OAT IMP STOUT	HOPPIN FROG BORIS CRUSHER OATMEAL IMPERIAL STOUT	HOPPIN FROG BREWERY	22 OZ		120330	PINNACLE IMPORTS	CS	12
689192040270	y	DOM SER EVENSTAD RES PN NOIR 13	DOMAINE SERENE EVENSTAD RESERVE PINOT NOIR 2013	DOMAINE SERENE	750 ML	59.25	11527013	PINNACLE IMPORTS	CS	12
689192050170	y	DOMAINE SERENE ROSE	DOMAINE SERENE ROSE	DOMAINE SERENE	750 ML	24.75	104600	PINNACLE IMPORTS	CS	12
689192370278	y	DOM SER EVENSTAD RES PN NOIR 14	DOMAINE SERENE EVENSTAD RESERVE PINOT NOIR 2014	DOMAINE SERENE	750 ML	59.25	1757	PINNACLE IMPORTS	CS	6
689192371374	y	DOM SER JERUSALEM HILL PN 2013	DOMAINE SERENE JERUSALEM HILL PN 2013	DOMAINE SERENE	750 ML	77	127390	PINNACLE IMPORTS	CS	12
689192372876	y	DOM SER RECOLTE CHRDNY 2013	DOMAINE SERENE RECOLTE CHRDNY 2013	DOMAINE SERENE	750 ML	79	127370	PINNACLE IMPORTS	CS	6
690604000393	y	GASSIER NOSTRE PAIS RD 2013	GASSIER NOSTRE PAIS RD 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	120571	PINNACLE IMPORTS	CS	12
690604000485	y	GASSIER NOSTRE PAIS WHT 2013	GASSIER NOSTRE PAIS WHITE 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	120572	PINNACLE IMPORTS	CS	12
690604000492	y	WILLAKENZIE ALIETTE PN NOIR 2013	WILLAKENZIE ALIETTE PINOT NOIR 2013	JACKSON FAMILY ENTERPRISES	750 ML	42.75	105215	PINNACLE IMPORTS	CS	6
690604000492	y	GASSIER CERCIUS VV ROUGE 2014	GASSIER CERCIUS VV ROUGE 2014	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12.75	120575	PINNACLE IMPORTS	CS	12
690604000508	y	GASSIER CERCIUS BLANC 2015	GASSIER CERCIUS BLANC 2015	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	126270	PINNACLE IMPORTS	CS	12
696859065750	y	FR BROAD GATEWAY KOLSCH 4 CANS	FRENCH BROAD GATEWAY KOLSCH 4/6PK CANS	FRENCH BROAD BREWERY	12 OZ		123500	PINNACLE IMPORTS	CS	24
696859065767	y	FR BROAD WEE HEAVY-ER 4 CANS	FRENCH BROAD WEE HEAVY-ER 4/6PK CANS	FRENCH BROAD BREWERY	12 OZ		123490	PINNACLE IMPORTS	CS	24
696859065767	y	MARCARINI ROERO ARNEIS DOC 2014	MARCARINI ROERO ARNEIS DOC 2014	EMPSON USA INC	750 ML	18	119141	PINNACLE IMPORTS	CS	12
699176203317	54 NOOOOOOOO	BROUWERIJ VERHAEGHE DUCHESSE DE BOURGOGNE FLEMISH RD 6	BROUWERIJ VERHAEGHE DUCHESSE DE BOURGOGNE FLEMISH RD 6/4PK	D & V INTERNATIONAL	11.2 OZ		301560	PINNACLE IMPORTS	CS	24
699176257518	y	ST BERNARDUS TRIPEL 1225.4OZ	ST BERNARDUS TRIPEL 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302640	PINNACLE IMPORTS	CS	12
699176267517	y	ST BERNARDUS PRIOR 8 1225.4OZ	ST BERNARDUS PRIOR 8 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302630	PINNACLE IMPORTS	CS	12
699176513317	y	ST BERNARDUS CHRISTMAS ALE 6	ST BERNARDUS CHRISTMAS ALE 6/4PK	D & V INTERNATIONAL	11.2 OZ		121210	PINNACLE IMPORTS	CS	24
699176513317	y	ST BERNARDUS PRIOR 8 611.2OZ	ST BERNARDUS PRIOR 8 6/4PK/11.2OZ	D & V INTERNATIONAL	11.2 OZ		117630	PINNACLE IMPORTS	CS	24
699176523316	y	ST BERNARDUS ABT 12 611.2OZ	ST BERNARDUS ABT 12 6/4PK/11.2OZ	D & V INTERNATIONAL	11.2 OZ		117610	PINNACLE IMPORTS	CS	24
699176533315	y	SPY VALLEY RIESLING 2012	SPY VALLEY RIESLING 2012	BROADBENT SELECTIONS	750 ML	15.75	108021	PINNACLE IMPORTS	CS	12
699176587516	47 NOOOOOOOO	BROUWERIJ VERHAEGHE ECHT KRIEKENBIER 6 11.2OZ *	BROUWERIJ VERHAEGHE ECHT KRIEKENBIER 6/4PK 11.2OZ *	D & V INTERNATIONAL	11.2 OZ		301480	PINNACLE IMPORTS	CS	24
699176613345	34 NOOOOOOOO	BRASSERIE DE ROCS BRUNE 6 11.2OZ *	BRASSERIE DE ROCS BRUNE 6/4PK 11.2OZ *	D & V INTERNATIONAL	11.2 OZ		301530	PINNACLE IMPORTS	CS	24
699176633343	y	ST BERNARDUS WIT 1225.4OZ	ST BERNARDUS WIT 12/25.4OZ	D & V INTERNATIONAL	24.5 OZ		302660	PINNACLE IMPORTS	CS	12
699176913346	54 NOOOOOOOO	ST BERNARDUS GIFT PACK WGLASS - ABT PATER PRIOR & TRIP	ST BERNARDUS GIFT PACK W/GLASS - ABT PATER PRIOR & TRIP	D & V INTERNATIONAL	11.2 OZ		301240	PINNACLE IMPORTS	CS	24
702631024263	y	TERRABIANCA CAMPACCIO 2013	TERRABIANCA CAMPACCIO 2013	EMPSON USA INC	750 ML	27.75	10730009	PINNACLE IMPORTS	CS	12
705105469317	36 NOOOOOOOO	BEAVERTOWN QUELLE ENGLISH SAISON 20L	BEAVERTOWN QUELLE ENGLISH SAISON 20L	B. UNITED	20 L		125263	PINNACLE IMPORTS	EA	1
705105608662	y	HORSE & PLOW FARMSTEAD RD 2015	HORSE & PLOW FARMSTEAD RD 2015	HORSE & PLOW	750 ML	14.75	10169012	PINNACLE IMPORTS	CS	12
705105631332	y	LUTEA LOS CARNEROS PN NOIR 2010	LUTEA LOS CARNEROS PINOT NOIR 2010	LUTEA	750 ML	14.75	101920	PINNACLE IMPORTS	CS	12
705105777443	y	FR BROAD IPA 12  22 OUNCE	FRENCH BROAD IPA 12 / 22 OUNCE	FRENCH BROAD BREWERY	22 OZ		302480	PINNACLE IMPORTS	CS	12
715962081119	y	FROGS LEAP SAUV BLANC 2016	FROGS LEAP SAUVIGNON BLANC 2016	FROGS LEAP	750 ML	18.75	10144013	PINNACLE IMPORTS	CS	12
715962081157	y	FROGS LEAP ZINFANDEL 2015	FROGS LEAP ZINFANDEL 2015	FROGS LEAP	750 ML	24.75	10143012	PINNACLE IMPORTS	CS	12
715962082130	y	FROGS LEAP ESTATE CAB SAUV 2015	FROGS LEAP ESTATE CABERNET SAUVIGNON 2015	FROGS LEAP	750 ML	39.5	101391	PINNACLE IMPORTS	CS	12
715962082185	y	FROGS LEAP CHRDNY 2016	FROGS LEAP CHRDNY 2016	FROGS LEAP	750 ML	25.5	11600012	PINNACLE IMPORTS	CS	12
716819005265	34 NOOOOOOOO	ENRIQUE FOSTER MALBEC RESERVE 2009	ENRIQUE FOSTER MALBEC RESERVE 2009	DREYFUS - ASHBY	750 ML	19.5	109001	PINNACLE IMPORTS	CS	12
716819005289	40 NOOOOOOOO	CRIOS DE SUSANA BALBO SYRAH-BONARDA 2011	CRIOS DE SUSANA BALBO SYRAH-BONARDA 2011	FOLIO WINE COMPANY LLC	750 ML	12.75	108920	PINNACLE IMPORTS	CS	12
717208272404	y	BISHOPS PEAK CHRDNY 2016	BISHOPS PEAK CHRDNY 2016	TALLEY VINEYARDS	750 ML	14.25	103780	PINNACLE IMPORTS	CS	12
717208272404	34 NOOOOOOOO	BOSQ. DES PAPES CHANTELEMERLE 2013	BOSQ. DES PAPES CHANTELEMERLE 2013	WINES OF FRANCE	750 ML	61.5	121753	PINNACLE IMPORTS	CS	12
717208272732	36 NOOOOOOOO	BISHOPS PEAK ELEVATION RD BLEND 2014	BISHOPS PEAK ELEVATION RD BLEND 2014	TALLEY VINEYARDS	750 ML	20.25	103765	PINNACLE IMPORTS	CS	12
717208277607	y	BISHOPS PEAK PN NOIR 2014	BISHOPS PEAK PINOT NOIR 2014	TALLEY VINEYARDS	750 ML	18	115130	PINNACLE IMPORTS	CS	12
717208277607	y	BISHOPS PEAK REISLING 2014	BISHOPS PEAK REISLING 2014	TALLEY VINEYARDS	750 ML	14.25	103790	PINNACLE IMPORTS	CS	12
717208277607	y	BOSQ. DES PAPES GLOIRDEMON 2012	BOSQ. DES PAPES GLOIRDEMON 2012	WINES OF FRANCE	750 ML	51	121751	PINNACLE IMPORTS	CS	12
717208883242	y	TALLEY ARROYO CHARD 2014	TALLEY ARROYO CHARD 2014	TALLEY VINEYARDS	750 ML	21	10380012	PINNACLE IMPORTS	CS	12
717208896243	y	TALLEY CHARD OLIVERS 2014	TALLEY CHARD OLIVERS 2014	TALLEY VINEYARDS	750 ML	27.75	10381013	PINNACLE IMPORTS	CS	6
717208896243	y	TALLEY OLIVERS CHRDNY 2012	TALLEY OLIVERS CHRDNY 6PK 2012	TALLEY VINEYARDS	750 ML	27	10381012	PINNACLE IMPORTS	CS	6
721354200310	40 NOOOOOOOO	LECOLE NO. 41 COLUMBIA VALLEY SYRAH 2012	LECOLE NO. 41 COLUMBIA VALLEY SYRAH 2012	LECOLE NO. 41	750 ML	20.25	10527011	PINNACLE IMPORTS	CS	12
721354201225	37 NOOOOOOOO	LECOLE NO. 41 WALLA WALLA MERLOT 2012	LECOLE NO. 41 WALLA WALLA MERLOT 2012	LECOLE NO. 41	750 ML	30	105254	PINNACLE IMPORTS	CS	12
721354850034	y	LECOLE NO. 41 FRTOWN RD 2014	LECOLE NO. 41 FRENCHTOWN RD 2014	LECOLE NO. 41	750 ML	18.75	105261	PINNACLE IMPORTS	CS	12
721354880017	41 NOOOOOOOO	LECOLE NO. 41 COLUMBIA VALLEY CHRDNY 2015	LECOLE NO. 41 COLUMBIA VALLEY CHRDNY 2015	LECOLE NO. 41	750 ML	18	105260	PINNACLE IMPORTS	CS	12
721354890023	47 NOOOOOOOO	LECOLE NO. 41 COLUMBIA VALLEY CHENIN BLANC 2014	LECOLE NO. 41 COLUMBIA VALLEY CHENIN BLANC 2014	LECOLE NO. 41	750 ML	13.5	105272	PINNACLE IMPORTS	CS	12
721354890023	43 NOOOOOOOO	LECOLE NO. 41 COLUMBIA VALLEY SEMILLON 2014	LECOLE NO. 41 COLUMBIA VALLEY SEMILLON 2014	LECOLE NO. 41	750 ML	12.75	105271	PINNACLE IMPORTS	CS	12
721354890030	y	WOSTYNTJE MUSTARD ALE  2411.2OZ	WOSTYNTJE MUSTARD ALE / 24/11.2OZ	B. UNITED	11.2 OZ		117801	PINNACLE IMPORTS	CS	24
721354890030	41 NOOOOOOOO	LECOLE NO. 41 COLUMBIA VALLEY MERLOT 2013	LECOLE NO. 41 COLUMBIA VALLEY MERLOT 2013	LECOLE NO. 41	750 ML	21	12170011	PINNACLE IMPORTS	CS	12
721354890047	36 NOOOOOOOO	LECOLE NO. 41 COLUMBIA CAB SAUV 2014	LECOLE NO. 41 COLUMBIA CAB SAUV 2014	LECOLE NO. 41	750 ML	25.5	105250	PINNACLE IMPORTS	CS	12
721354970015	39 NOOOOOOOO	LECOLE NO. 41 WALLA WALLA CAB SAUV 2012	LECOLE NO. 41 WALLA WALLA CABERNET SAUVIGNON 2012	LECOLE NO. 41	750 ML	33	105251	PINNACLE IMPORTS	CS	12
721512000622	y	FREY NATURAL WHT	JGS-FREY NATURAL WHITE	JOHNNY GREEN SEEDS	750 ML	10.5	126089	PINNACLE IMPORTS	CS	12
721512000653	y	FREY ORG ZIN 14	JGS-FREY ORG ZIN 14	JOHNNY GREEN SEEDS	750 ML	14.25	126086	PINNACLE IMPORTS	CS	12
721512000691	y	FREY NATURAL RD	JGS-FREY NATURAL RD	JOHNNY GREEN SEEDS	750 ML	11.25	126088	PINNACLE IMPORTS	CS	12
721512000721	y	FREY ORG CHARD 16	JGS-FREY ORG CHARD 16	JOHNNY GREEN SEEDS	750 ML	14.25	126087	PINNACLE IMPORTS	CS	12
721512000745	y	FREY ORG CAB 16	JGS-FREY ORG CAB 16	JOHNNY GREEN SEEDS	750 ML	15	126079	PINNACLE IMPORTS	CS	12
721512000752	y	FREY ORG PN NOIR 15	JGS-FREY ORG PINOT NOIR 15	JOHNNY GREEN SEEDS	750 ML	16.5	126085	PINNACLE IMPORTS	CS	12
721512000776	y	FREY BIODYNAMIC CAB 14	JGS-FREY BIODYNAMIC CAB 14	JOHNNY GREEN SEEDS	750 ML	16.5	126082	PINNACLE IMPORTS	CS	12
721512000776	33 NOOOOOOOO	PIBARNON BANDOL NUANCES ROSE 2014	PIBARNON BANDOL NUANCES ROSE 2014	NORTH BERKELEY IMPORTS	750 ML	45	111805	PINNACLE IMPORTS	CS	12
721512000806	y	FREY BIODYNAMIC ZIN 15	JGS-FREY BIODYNAMIC ZIN 15	JOHNNY GREEN SEEDS	750 ML	16.5	126083	PINNACLE IMPORTS	CS	12
721512005016	y	PACIFIC RDWOOD CAB 16	JGS-PACIFIC RDWOOD CAB 16	JOHNNY GREEN SEEDS	750 ML	11.25	126140	PINNACLE IMPORTS	CS	12
721512005023	y	PACIFIC RDWOOD MERLOT 15	JGS-PACIFIC RDWOOD MERLOT 15	JOHNNY GREEN SEEDS	750 ML	11.25	126142	PINNACLE IMPORTS	CS	12
721512005030	y	PACIFIC RDWOOD PN NOIR 16	JGS-PACIFIC RDWOOD PINOT NOIR 16	JOHNNY GREEN SEEDS	750 ML	15	126143	PINNACLE IMPORTS	CS	12
721512005047	y	PACIFIC RDWOOD RD NV	JGS-PACIFIC RDWOOD RD NV	JOHNNY GREEN SEEDS	750 ML	9	126144	PINNACLE IMPORTS	CS	12
721512005054	y	PACIFIC RDWOOD SYRAH 15	JGS-PACIFIC RDWOOD SYRAH 15	JOHNNY GREEN SEEDS	750 ML	11.25	126145	PINNACLE IMPORTS	CS	12
721512005061	y	PACIFIC RDWOOD CHARD 16	JGS-PACIFIC RDWOOD CHARD 16	JOHNNY GREEN SEEDS	750 ML	11.25	126141	PINNACLE IMPORTS	CS	12
721512010058	y	FREY BIODYNAMIC FIELD BLEND 2016	JGS-FREY BIODYNAMIC FIELD BLEND 2016	JOHNNY GREEN SEEDS	750 ML	13.5	126084	PINNACLE IMPORTS	CS	12
721512010065	y	FREY AGRICULTURIST RD N V	JGS-FREY AGRICULTURIST RD N V	JOHNNY GREEN SEEDS	750 ML	11.25	126081	PINNACLE IMPORTS	CS	12
721512010072	y	FREY AGRICULTURIST BLANC 2014	JGS-FREY AGRICULTURIST BLANC 2014	JOHNNY GREEN SEEDS	750 ML	11.25	126080	PINNACLE IMPORTS	CS	12
722588000158	y	SWANSON CYGNET NAPA MERLOT 2013	SWANSON CYGNET NAPA MERLOT 2013	VINTAGE WINE ESTATES	750 ML	28.5	103721	PINNACLE IMPORTS	CS	12
722588589028	y	VIEUX DONJON CDP 2015 375ML	VIEUX DONJON CDP 2015 375ML	WINES OF FRANCE	375 ML	23.96	1449	PINNACLE IMPORTS	CS	24
722588589028	y	SWANSON NAPA MERLOT 2013	SWANSON NAPA MERLOT 2013	VINTAGE WINE ESTATES	750 ML	24	11512012	PINNACLE IMPORTS	CS	12
722588602024	y	SWANSON PINOT GRIGIO 2016	SWANSON PINOT GRIGIO 2016	VINTAGE WINE ESTATES	750 ML	17.25	122740	PINNACLE IMPORTS	CS	12
722598249493	y	CRIOS CAB 2014	CRIOS CAB 2014	FOLIO WINE COMPANY LLC	750 ML	11.25	108880	PINNACLE IMPORTS	CS	12
726452000091	38 NOOOOOOOO	TOSCOLO CHIANTI CLASSICO 2015 BL LABEL	TOSCOLO CHIANTI CLASSICO 2015 BL LABEL	EMPSON USA INC	750 ML	15	115340	PINNACLE IMPORTS	CS	12
726452000152	y	MONTE ANTICO IGT 2013	MONTE ANTICO IGT 2013	EMPSON USA INC	750 ML	12	107180	PINNACLE IMPORTS	CS	12
726452001210	41 NOOOOOOOO	CH. MALARTIC LAGRAVIERE BLANC PESSAC 2005	CH. MALARTIC LAGRAVIERE BLANC PESSAC 2005	PINNACLE IMPORTS	750 ML	60	113770	PINNACLE IMPORTS	CS	12
726452001210	33 NOOOOOOOO	TOSCOLO CHIANTI 2016 ORANGE LABEL	TOSCOLO CHIANTI 2016 ORANGE LABEL	EMPSON USA INC	750 ML	11.25	107320	PINNACLE IMPORTS	CS	12
726452002347	36 NOOOOOOOO	CH. DE VALANDRAUD SAINT EMILION 2005	CH. DE VALANDRAUD SAINT EMILION 2005	PINNACLE IMPORTS	750 ML	413.5	114060	PINNACLE IMPORTS	CS	12
726452002446	51 NOOOOOOOO	BUCCI VERDICCHIO CLASSICO DEL CASTELLI DI JESI 2015	BUCCI VERDICCHIO CLASSICO DEL CASTELLI DI JESI 2015	EMPSON USA INC	750 ML	21	10660013	PINNACLE IMPORTS	CS	12
726452002613	y	W&J GRAHAMS FINE TAWNY PORT	W. & J. GRAHAMS FINE TAWNY PORT	PREMIUM PORT WINES	750 ML	16.5	105652	PINNACLE IMPORTS	CS	12
726452002699	44 NOOOOOOOO	CONTERNO FANTINO DOLCETTO BRICCO BASTIA 2013	CONTERNO FANTINO DOLCETTO BRICCO BASTIA 2013	EMPSON USA INC	750 ML	21	119132	PINNACLE IMPORTS	CS	12
726452002880	33 NOOOOOOOO	SHARDANA VALLI DI PORTO PINO 2009	SHARDANA VALLI DI PORTO PINO 2009	EMPSON USA INC	750 ML	24.75	10705008	PINNACLE IMPORTS	CS	12
726452002989	y	CANELLA BELLINI NV	CANELLA BELLINI NV	EMPSON USA INC	750 ML	13.5	107370	PINNACLE IMPORTS	CS	12
726452003672	53 NOOOOOOOO	HOPPIN FROG DORIS THE DESTROYER DOUBLE IMPERIAL STOUT	HOPPIN FROG DORIS THE DESTROYER DOUBLE IMPERIAL STOUT	HOPPIN FROG BREWERY	22 OZ		120370	PINNACLE IMPORTS	CS	12
726452003672	41 NOOOOOOOO	CONTERNO FANTINO BARBERA VIGNOTA DOC 2013	CONTERNO FANTINO BARBERA VIGNOTA DOC 2013	EMPSON USA INC	750 ML	29.5	119131	PINNACLE IMPORTS	CS	12
726452006291	54 NOOOOOOOO	LUIGI EINAUDI DOLCETTO DI DOGLIANI VIGNA TECC DOC 2012	LUIGI EINAUDI DOLCETTO DI DOGLIANI VIGNA TECC DOC 2012	EMPSON USA INC	750 ML	25.5	10680012	PINNACLE IMPORTS	CS	12
726452006291	44 NOOOOOOOO	LUIGI EINAUDI DOLCETTO DI DOGLIANI DOCG 2013	LUIGI EINAUDI DOLCETTO DI DOGLIANI DOCG 2013	EMPSON USA INC	750 ML	16.5	106790	PINNACLE IMPORTS	CS	12
726452006321	y	CH. DYQUEM SAUTERNES 375ML 2006	CH. DYQUEM SAUTERNES 375ML 12PK 2006	AUDY	375 ML	415	114120	PINNACLE IMPORTS	CS	12
726452006321	44 NOOOOOOOO	MARCARINI DOLCETTO DALBA FONTANAZZA DOC 2011	MARCARINI DOLCETTO DALBA FONTANAZZA DOC 2011	EMPSON USA INC	750 ML	16.5	106910	PINNACLE IMPORTS	CS	12
726452006321	40 NOOOOOOOO	MARCARINI DOLCETTO DALBA FONTANAZZA 2009	MARCARINI DOLCETTO DALBA FONTANAZZA 2009	EMPSON USA INC	750 ML	17.25	106909	PINNACLE IMPORTS	CS	12
726452006369	y	CH. DU CAILLAU MALBEC 2011	CH. DU CAILLAU MALBEC 2011	AQUITAINE WINE COMPANY	750 ML	12.75	113000	PINNACLE IMPORTS	CS	12
726452006741	y	BORTOLUZZI PINOT GRIGIO IGT 2013	BORTOLUZZI PINOT GRIGIO IGT 2013	EMPSON USA INC	750 ML	16.5	106420	PINNACLE IMPORTS	CS	12
726452009230	y	MATANE PRIMITIVO 2015	MATANE PRIMITIVO 2015	EMPSON USA INC	750 ML	12	10634013	PINNACLE IMPORTS	CS	12
726452009230	43 NOOOOOOOO	CELLER CAL PLA BLK SLATE LA PORRERA 2015 DI	CELLER CAL PLA BLK SLATE LA PORRERA 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	17.25	124703	PINNACLE IMPORTS	CS	12
726452009537	56 NOOOOOOOO	CONTERNO FANTINO NEBBIOLO DELLE LANGHE GINESTRA DOC 2009	CONTERNO FANTINO NEBBIOLO DELLE LANGHE GINESTRA DOC 2009	EMPSON USA INC	750 ML	29.25	106710	PINNACLE IMPORTS	CS	12
726452010038	50 NOOOOOOOO	CANELLA PROSECCO DI CONEGLIANO NV 1875ML  241875ML	CANELLA PROSECCO DI CONEGLIANO NV 1875ML 24PK / 24/1875ML	EMPSON USA INC	187.5 ML	6	107410	PINNACLE IMPORTS	CS	24
726452010052	y	CANELLA BRUTPROSECCODOC	CANELLA BRUTPROSECCODOC	EMPSON USA INC	750 ML	14.25	107420	PINNACLE IMPORTS	CS	12
726452010151	47 NOOOOOOOO	FULIGNI ROSSO DI MONTALCINO GINESTRETO DOC 2013	FULIGNI ROSSO DI MONTALCINO GINESTRETO DOC 2013	EMPSON USA INC	750 ML	29.5	116641	PINNACLE IMPORTS	CS	12
726452010427	37 NOOOOOOOO	IL MOLINO DI GRACE IL VOLANO IGT 2011	IL MOLINO DI GRACE IL VOLANO IGT 2011	EMPSON USA INC	750 ML	14.25	106456	PINNACLE IMPORTS	CS	12
726452010434	45 NOOOOOOOO	IL MOLINO DI GRACE CHIANTI CLASSICO DOCG 2013	IL MOLINO DI GRACE CHIANTI CLASSICO DOCG 2013	EMPSON USA INC	750 ML	22.5	106455	PINNACLE IMPORTS	CS	12
726452011219	y	CONTERNO FANTINO MONPRA 2009	CONTERNO FANTINO MONPRA 2009 6PK	EMPSON USA INC	750 ML	44	106700	PINNACLE IMPORTS	CS	6
726452011424	40 NOOOOOOOO	CA ROME BARBARESCO CHIARAMANTI DOCG 2009	CA ROME BARBARESCO CHIARAMANTI DOCG 2009 6PK	EMPSON USA INC	750 ML	63	106670	PINNACLE IMPORTS	CS	6
726452011615	y	BONGIOVANNI PERNANO BAROLO 2013	BONGIOVANNI PERNANO BAROLO 2013	EMPSON USA INC	750 ML	57	116520	PINNACLE IMPORTS	CS	6
726452011844	y	CANELLA FUSION BELLINI NV 250ML	CANELLA FUSION BELLINI NV 250ML	EMPSON USA INC	250 ML	5.75	118971	PINNACLE IMPORTS	CS	24
726452012346	34 NOOOOOOOO	FERGHETTINA FRANCIACORTA BRUT DOCG	FERGHETTINA FRANCIACORTA BRUT DOCG	EMPSON USA INC	750 ML	30.75	124170	PINNACLE IMPORTS	CS	6
726452012803	38 NOOOOOOOO	PIETRADOLCE ARCHINERI ETNA BIANCO 2014	PIETRADOLCE ARCHINERI ETNA BIANCO 2014	EMPSON USA INC	750 ML	31	11654412	PINNACLE IMPORTS	CS	6
726452012803	43 NOOOOOOOO	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2012	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2012	EMPSON USA INC	750 ML	80.5	11654410	PINNACLE IMPORTS	CS	6
726452012810	37 NOOOOOOOO	PIETRADOLCE ARCHINERI ETNA ROSSO 2012	PIETRADOLCE ARCHINERI ETNA ROSSO 2012 6PK	EMPSON USA INC	750 ML	31.5	116543	PINNACLE IMPORTS	CS	6
726452012827	43 NOOOOOOOO	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2011	PIETRADOLCE ARCHINERI VIGNA BARBAGALLI 2011	EMPSON USA INC	750 ML	80.5	11654411	PINNACLE IMPORTS	CS	6
726452013053	y	LAGARIA PINOT GRIGIO 2016	LAGARIA PINOT GRIGIO 2016	EMPSON USA INC	750 ML	11.25	106511	PINNACLE IMPORTS	CS	12
726452013824	42 NOOOOOOOO	CONTERNO FANTINO BAROLO SORI GINESTRA 2012	CONTERNO FANTINO BAROLO SORI GINESTRA 2012	EMPSON USA INC	750 ML	78	11655010	PINNACLE IMPORTS	CS	6
726452014111	y	PIETRADOLCE ETNA BIANCO 2014	PIETRADOLCE ETNA BIANCO 2014	EMPSON USA INC	750 ML	18	116554	PINNACLE IMPORTS	CS	12
727760503571	y	EINBECKER PILSNER 5L PARTY KEG	EINBECKER PILSNER 5L PARTY KEG	B. UNITED	5 L		301761	PINNACLE IMPORTS	EA	1
727760503571	y	CH. VRAI CAILLOU 2011 BLANC	CH. VRAI CAILLOU 2011 BLANC	PINNACLE IMPORTS	750 ML	14.25	114110	PINNACLE IMPORTS	CS	12
727760504462	y	ELDERTON E SERIES SHIRAZ 2014	ELDERTON E SERIES SHIRAZ 2014	BROADBENT SELECTIONS	750 ML	15.75	126013	PINNACLE IMPORTS	CS	12
727760504547	y	ELDERTON COMMAND SHIRAZ 2010	ELDERTON COMMAND SHIRAZ 2010	BROADBENT SELECTIONS	750 ML	74.25	126010	PINNACLE IMPORTS	CS	6
727760505926	y	ELDERTON ESTATE CAB 2013	ELDERTON ESTATE CABERNET 2013	BROADBENT SELECTIONS	750 ML	21	126015	PINNACLE IMPORTS	CS	12
727760508484	y	ELDERTON E SERIES CHARD 2014	ELDERTON E SERIES CHARD 2014	BROADBENT SELECTIONS	750 ML	12	126016	PINNACLE IMPORTS	CS	12
729188943007	y	LAKE SONOMA CAB 2015	LAKE SONOMA CAB 2015	VALLEY OF THE MOON	750 ML	19.5	101910	PINNACLE IMPORTS	CS	12
729188948002	y	LAKE SONOMA SAUV BLANC 2012	LAKE SONOMA SAUVIGNON BLANC 2012	VALLEY OF THE MOON	750 ML	13.5	101911	PINNACLE IMPORTS	CS	12
