UPC	length	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
746675309719	y	FOGARTY WINERY PN NOIR 2012	FOGARTY WINERY PINOT NOIR 2012	THOMAS FOGARTY WINERY	750 ML	28.5	104812	PINNACLE IMPORTS	CS	12
748294423456	y	DE DOLLE ARABIER11.2	DE DOLLE ARABIER 20PK/11.2	B. UNITED	11.2 OZ		301420	PINNACLE IMPORTS	CS	20
748294423807	51 NOOOOOOOO	DE DOLLE EVIL ARABIER SOUR HOPPY W TOUCH OF LEMON11	DE DOLLE EVIL ARABIER SOUR HOPPY W/ TOUCH OF LEMON 20PK/11	B. UNITED	11.2 OZ		301421	PINNACLE IMPORTS	CS	20
748294423807	y	KWV ROODEBERG BLANC 2008	KWV ROODEBERG BLANC 2008	AMERICAN SPIRITS/KWV	750 ML	12	111140	PINNACLE IMPORTS	CS	12
750101330277	y	VERGANO AMERICANO	VERGANO AMERICANO	LOUIS-DRESSNER	500 ML	30	125820	PINNACLE IMPORTS	CS	6
750428213574	y	BESLLUM MONTSANT 2011	BESLLUM MONTSANT 2011	FRONTIER IMPORTS	750 ML	14.25	115630	PINNACLE IMPORTS	CS	12
750428216872	41 NOOOOOOOO	BODEGAS RAFAEL CAMBRA SOPLO GARNACHA 2010	BODEGAS RAFAEL CAMBRA SOPLO GARNACHA 2010	FRONTIER IMPORTS	750 ML	9.75	115680	PINNACLE IMPORTS	CS	12
751527240430	37 NOOOOOOOO	PENLEY GRYPHON MERLOT COONAWARRA 2009	PENLEY GRYPHON MERLOT COONAWARRA 2009	OLD BRIDGE CELLARS	750 ML	16.5	108390	PINNACLE IMPORTS	CS	12
759198000049	y	VINUM WHT ELEPHANT BLEND 2013	VINUM WHITE ELEPHANT BLEND 2013	WINESELLERS LTD.	750 ML	15	104180	PINNACLE IMPORTS	CS	12
759198000063	y	VINUM RD DIRT RD BLEND 2013	VINUM RD DIRT RD BLEND 2013	WINESELLERS LTD.	750 ML	14.25	115190	PINNACLE IMPORTS	CS	12
759198001022	y	VINUM PETITE SIRAH 2012	VINUM PETITE SIRAH 2012	WINESELLERS LTD.	750 ML	11.25	104160	PINNACLE IMPORTS	CS	12
759198001138	42 NOOOOOOOO	VINUM CELLARS CLARKSBURG CHENIN BLANC 2014	VINUM CELLARS CLARKSBURG CHENIN BLANC 2014	WINESELLERS LTD.	750 ML	10.5	118631	PINNACLE IMPORTS	CS	12
759198001145	y	VINUM ROSE 2016	VINUM ROSE 2016	WINESELLERS LTD.	750 ML	8.33	1598	PINNACLE IMPORTS	CS	12
759198001152	35 NOOOOOOOO	VINUM CELLARS MONTEREY PN NOIR 2016	VINUM CELLARS MONTEREY PINOT NOIR 2016	WINESELLERS LTD.	750 ML	11.25	10414013	PINNACLE IMPORTS	CS	12
759198101142	44 NOOOOOOOO	VINUM CELLARS MONTEREY CHRDNY 2015 NEW LABEL	VINUM CELLARS MONTEREY CHRDNY 2015 NEW LABEL	WINESELLERS LTD.	750 ML	11.25	104130	PINNACLE IMPORTS	CS	12
759198101142	35 NOOOOOOOO	BOUCHARD MEURSAULT LES CLOUS D 2013	BOUCHARD MEURSAULT LES CLOUS D 2013	HENRIOT INC.	750 ML	50	112522	PINNACLE IMPORTS	CS	12
760758103735	50 NOOOOOOOO	THORNBRIDGE HALL JAIPUR 10TH ANNIVERSARY X 30L KEG	THORNBRIDGE HALL JAIPUR 10TH ANNIVERSARY X 30L KEG	B. UNITED	30.0 L		304922	PINNACLE IMPORTS	EA	1
760758103735	41 NOOOOOOOO	REYNOLDS FAMILY LOS CARNEROS PN NOIR 2011	REYNOLDS FAMILY LOS CARNEROS PINOT NOIR 2011	REYNOLDS FAMILY	750 ML	39	10320011	PINNACLE IMPORTS	CS	12
761666000086	35 NOOOOOOOO	CANYON OAKS WHT ZINFANDEL 1.5L 2015	CANYON OAKS WHITE ZINFANDEL 1.5L 2015	ASV WINES	1.5 L	9.75	100780	PINNACLE IMPORTS	CS	6
761666000086	40 NOOOOOOOO	ALVINNE OLD PODGE BELGIAN IMPERIAL STOUT	ALVINNE OLD PODGE BELGIAN IMPERIAL STOUT 12PK	B. UNITED	16.9 OZ		124592	PINNACLE IMPORTS	CS	12
761666000130	y	CANYON OAKS CAB 2016	CANYON OAKS CAB 2016	ASV WINES	750 ML	6	100650	PINNACLE IMPORTS	CS	12
761666000147	y	CANYON OAKS MERLOT 2016	CANYON OAKS MERLOT 2016	ASV WINES	750 ML	6	100680	PINNACLE IMPORTS	CS	12
761666000161	y	ALVINNE BALTHAZAR	ALVINNE BALTHAZAR	B. UNITED	11.2 OZ		124591	PINNACLE IMPORTS	CS	24
761666000161	y	CANYON OAKS WHT ZIN 2016	CANYON OAKS WHITE ZIN 2016	ASV WINES	750 ML	6	100710	PINNACLE IMPORTS	CS	12
761666000178	45 NOOOOOOOO	ALVINNE BALTHAZAR OAK COLLECTION CHAT LE CROI	ALVINNE BALTHAZAR OAK COLLECTION CHAT LE CROI	B. UNITED	16.9 OZ		124596	PINNACLE IMPORTS	CS	12
761666000178	y	CANYON OAKS ZINFANDEL 2011	CANYON OAKS ZINFANDEL 2011	ASV WINES	750 ML	6	100720	PINNACLE IMPORTS	CS	12
761666000185	y	CANYON OAKS CHARD 2016	CANYON OAKS CHARD 2016	ASV WINES	750 ML	6	100660	PINNACLE IMPORTS	CS	12
761666000253	y	CROW CANYON CAB SAUV 2016	CROW CANYON CABERNET SAUVIGNON 2016	ASV WINES	750 ML	6	100540	PINNACLE IMPORTS	CS	12
761666000260	y	CROW CANYON CHARD 2016	CROW CANYON CHARD 2016	ASV WINES	750 ML	6	115910	PINNACLE IMPORTS	CS	12
761666000376	y	BIRRA DEL BORGO SEDICIGRADI	BIRRA DEL BORGO SEDICIGRADI	B. UNITED	11.2 OZ		121495	PINNACLE IMPORTS	CS	12
761666000376	y	MUIRWOOD PN NOIR 2012	MUIRWOOD PINOT NOIR 2012	ASV WINES	750 ML	12	102520	PINNACLE IMPORTS	CS	12
761666001007	y	CANYON OAKS MOSCATO 2016	CANYON OAKS MOSCATO 2016	ASV WINES	750 ML	6	100700	PINNACLE IMPORTS	CS	12
761666001212	y	MONTOYA PN NOIR 2013	MONTOYA PINOT NOIR 2013	ASV WINES	750 ML	12	102410	PINNACLE IMPORTS	CS	12
761666001335	y	MONTOYA CAB 2014	MONTOYA CAB 2014	ASV WINES	750 ML	12.75	102400	PINNACLE IMPORTS	CS	12
761666001694	y	CANYON OAKS MOSCATO 1.5L 2014	CANYON OAKS MOSCATO 1.5L 2014	ASV WINES	1.5 L	9.75	100770	PINNACLE IMPORTS	CS	6
761666001694	38 NOOOOOOOO	ALVINNE MORPHEUS WILD UNDRESSED 11.2OZ	ALVINNE MORPHEUS WILD UNDRESSED 24PK 11.2OZ	B. UNITED	11.2 OZ		124590	PINNACLE IMPORTS	CS	24
767749002015	33 NOOOOOOOO	DARENBERG OLIVE GROVE CHRDNY 2011	DARENBERG OLIVE GROVE CHRDNY 2011	OLD BRIDGE CELLARS	750 ML	15	10822011	PINNACLE IMPORTS	CS	12
767749002022	36 NOOOOOOOO	DARENBERG HIGH TRELLIS CAB SAUV 2013	DARENBERG HIGH TRELLIS CAB SAUV 2013	OLD BRIDGE CELLARS	750 ML	16.5	10815011	PINNACLE IMPORTS	CS	12
767749002039	y	DARENBERG FOOTBOLT SHIRAZ 2014	DARENBERG FOOTBOLT SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	16.5	10814011	PINNACLE IMPORTS	CS	12
767749002046	y	DARENBERG DARRYS ORIGINAL 2013	DARENBERG DARRYS ORIGINAL 2013	OLD BRIDGE CELLARS	750 ML	16.5	10812010	PINNACLE IMPORTS	CS	12
767749002053	33 NOOOOOOOO	DARENBERG CUSTODIAN GRENACHE 2012	DARENBERG CUSTODIAN GRENACHE 2012	OLD BRIDGE CELLARS	750 ML	16.5	108141	PINNACLE IMPORTS	CS	12
767749002060	y	DARENBERG DEAD ARM SHIRAZ 2013	DARENBERG DEAD ARM SHIRAZ 2013 6PK	OLD BRIDGE CELLARS	750 ML	51.25	10813010	PINNACLE IMPORTS	CS	6
767749002275	40 NOOOOOOOO	DARENBERG STUMP JUMP GRENSHIRAZMOUV 2013	DARENBERG STUMP JUMP GREN/SHIRAZ/MOUV 2013	OLD BRIDGE CELLARS	750 ML	10.5	108180	PINNACLE IMPORTS	CS	12
767749002282	y	DARENBERG STUMP JUMP WHT 2016	DARENBERG STUMP JUMP WHITE 2016	OLD BRIDGE CELLARS	750 ML	10.5	108230	PINNACLE IMPORTS	CS	12
767749002299	y	DARENBERG LAUGHING MAGPIE 2009	DARENBERG LAUGHING MAGPIE 2009	OLD BRIDGE CELLARS	750 ML	25.5	122410	PINNACLE IMPORTS	CS	6
767749002299	y	LIQUID FARM WHT HILL CHRDNY 2015	LIQUID FARM WHITE HILL CHRDNY 2015	LIQUID FARM	750 ML	33	125581	PINNACLE IMPORTS	CS	12
767749002312	43 NOOOOOOOO	DARENBERG HERMIT CRAB VIOGNIERMARSANNE 2016	DARENBERG HERMIT CRAB VIOGNIER/MARSANNE 2016	OLD BRIDGE CELLARS	750 ML	15.75	108200	PINNACLE IMPORTS	CS	12
767749002442	y	DARENBERG LOVEGRASS 2012	DARENBERG LOVEGRASS 2012	OLD BRIDGE CELLARS	750 ML	16.5	10816010	PINNACLE IMPORTS	CS	12
767749002558	y	DARENBERG STUMP JUMP SHIRAZ 2014	DARENBERG STUMP JUMP SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	10.5	1081911	PINNACLE IMPORTS	CS	12
767749002602	34 NOOOOOOOO	DARENBERG STUMP JUMP RIESLING 2015	DARENBERG STUMP JUMP RIESLING 2015	OLD BRIDGE CELLARS	750 ML	10.5	121450	PINNACLE IMPORTS	CS	12
767749008642	y	INNOCENT BYSTANDER PN NOIR 2016	INNOCENT BYSTANDER PINOT NOIR 2016	OLD BRIDGE CELLARS	750 ML	17.25	127451	PINNACLE IMPORTS	CS	12
767749008673	36 NOOOOOOOO	INNOCENT BYSTANDER PINK MOSCATO 2017	INNOCENT BYSTANDER PINK MOSCATO 2017	OLD BRIDGE CELLARS	750 ML	12.75	108651	PINNACLE IMPORTS	CS	12
767749010010	y	SHOO FLY SHIRAZ 2014	SHOO FLY SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	12	108440	PINNACLE IMPORTS	CS	12
767749012151	37 NOOOOOOOO	KILIKANOON KILLERMANS RUN SHIRAZ 2009	KILIKANOON KILLERMANS RUN SHIRAZ 2009	OLD BRIDGE CELLARS	750 ML	15.75	108290	PINNACLE IMPORTS	CS	12
767749014018	y	FRISK PRICKLY RIESLING 2017	FRISK PRICKLY RIESLING 2017	OLD BRIDGE CELLARS	750 ML	10.5	121460	PINNACLE IMPORTS	CS	12
780174300174	45 NOOOOOOOO	FONTANAFRDDA BARBARESCO COSTE RUBIN DOCG 2010	FONTANAFRDDA BARBARESCO COSTE RUBIN DOCG 2010	PALM BAY INTERNATIONAL	750 ML	49.5	106810	PINNACLE IMPORTS	CS	12
780174530519	37 NOOOOOOOO	FONTANAFRDDA MUSCATO DASTI 375ML 2006	FONTANAFRDDA MUSCATO DASTI 375ML 2006	PALM BAY INTERNATIONAL	375 ML	11.25	106830	PINNACLE IMPORTS	CS	12
783757502026	y	ECHEVERRIA CAB SAUV 2014	ECHEVERRIA CABERNET SAUVIGNON 2014	ARARAT IMPORT EXPORT CO. LLC	750 ML	12	109970	PINNACLE IMPORTS	CS	12
783757502101	46 NOOOOOOOO	ECHEVERRIA CAB SAUV LIMITED EDITION 2011 6PACK	ECHEVERRIA CAB SAUV LIMITED EDITION 2011 6PACK	ARARAT IMPORT EXPORT CO. LLC	750 ML	15	109980	PINNACLE IMPORTS	CS	6
783757701016	y	ECHEVERRIA SAUV BLANC 2016	ECHEVERRIA SAUVIGNON BLANC 2016	ARARAT IMPORT EXPORT CO. LLC	750 ML	9	110000	PINNACLE IMPORTS	CS	12
784255197523	y	RIOJA BORDON RESERVA 2011	RIOJA BORDON RESERVA 2011	MARTIGNETTI CO. (VISION W&S)	750 ML	14.25	126432	PINNACLE IMPORTS	CS	12
784255197530	y	RIOJA BORDON CRIANZA 2013	RIOJA BORDON CRIANZA 2013	MARTIGNETTI CO. (VISION W&S)	750 ML	11.25	126431	PINNACLE IMPORTS	CS	12
784255197554	y	RIOJA BORDON GRAN RESERVA 2007	RIOJA BORDON GRAN RESERVA 2007	MARTIGNETTI CO. (VISION W&S)	750 ML	22.5	126433	PINNACLE IMPORTS	CS	12
785255002862	42 NOOOOOOOO	BOISSON-CAIRANNE COTES DU RHONE ROUGE 2010	DOM BOISSON-CAIRANNE COTES DU RHONE ROUGE 2010	WINES OF FRANCE	750 ML	11.25	111310	PINNACLE IMPORTS	CS	12
791202097249	y	FORADORI TEROLDEGO 2014	FORADORI TEROLDEGO 2014	LOUIS-DRESSNER	750 ML	23.25	126960	PINNACLE IMPORTS	CS	12
791930000009	40 NOOOOOOOO	BERNARD FOUQUET CUVEE SILEX VOUVRAY 2016	BERNARD FOUQUET CUVEE SILEX VOUVRAY 2016	WEYGANDT-METZLER IMPORTING	750 ML	15.75	115540	PINNACLE IMPORTS	CS	12
791930001402	y	VERGANO CHINATO NEBBIOLO	VERGANO CHINATO NEBBIOLO	LOUIS-DRESSNER	500 ML	36	125823	PINNACLE IMPORTS	CS	6
791930001402	37 NOOOOOOOO	SERVIN CHABLIS CUVEE LES PARGUES 2015	DOM SERVIN CHABLIS CUVEE LES PARGUES 2015	WEYGANDT-METZLER IMPORTING	750 ML	18.75	11270011	PINNACLE IMPORTS	CS	12
791930001426	36 NOOOOOOOO	CH. GREFFIERE MACON-LA ROCHE VV 2016	CH. GREFFIERE MACON-LA ROCHE VV 2016	WEYGANDT-METZLER IMPORTING	750 ML	15.75	124360	PINNACLE IMPORTS	CS	12
791930001570	36 NOOOOOOOO	DU VISSOUX CHERMETTE BEAUJOLAIS 2016	DOM DU VISSOUX CHERMETTE BEAUJOLAIS 2016	WEYGANDT-METZLER IMPORTING	750 ML	13.5	113150	PINNACLE IMPORTS	CS	12
791930001730	43 NOOOOOOOO	LES APHILLANTHES CDR GALLETS PLAN DIEU 2016	DOM LES APHILLANTHES CDR GALLETS PLAN DIEU 2016	WEYGANDT-METZLER IMPORTING	750 ML	16.5	111280	PINNACLE IMPORTS	CS	12
791930002492	y	REVERDY SANCERRE LES COUTES 2016	REVERDY SANCERRE LES COUTES 2016	WEYGANDT-METZLER IMPORTING	750 ML	22	11705013	PINNACLE IMPORTS	CS	12
791930002553	33 NOOOOOOOO	SERGE DAGUENEAU POUILLY FUME 2016	SERGE DAGUENEAU POUILLY FUME 2016	WEYGANDT-METZLER IMPORTING	750 ML	20.25	11708012	PINNACLE IMPORTS	CS	12
791930003291	38 NOOOOOOOO	BONNET-HUTEAU MUSCADET LES LAURES 2014	BONNET-HUTEAU MUSCADET LES LAURES 2014	WEYGANDT-METZLER IMPORTING	750 ML	14.25	124010	PINNACLE IMPORTS	CS	12
793573188007	54 NOOOOOOOO	LIVERA GEVREY-CHAMBERTIN LES EVOCELLES RESERVE VV 2010	LIVERA GEVREY-CHAMBERTIN LES EVOCELLES RESERVE VV 2010	NORTH BERKELEY IMPORTS	750 ML	49.5	117200	PINNACLE IMPORTS	CS	12
794504454925	47 NOOOOOOOO	KNEE DEEP CITRA EXTRA PALE ALE (BOMBER)  1222OZ	KNEE DEEP CITRA EXTRA PALE ALE (BOMBER) / 12/22OZ	KNEE DEEP BREWING CO.	22 OZ		127210	PINNACLE IMPORTS	CS	12
797822684586	55 NOOOOOOOO	HOPPIN FROG GRAPEFRUIT TURBO SHANDY CITRUS ALE CANS(LR)	HOPPIN FROG GRAPEFRUIT TURBO SHANDY CITRUS ALE CANS(LR)	HOPPIN FROG BREWERY	12 OZ		1730	PINNACLE IMPORTS	CS	24
798304208825	y	HOPPIN FROG GANGSTER FROG IPA	HOPPIN FROG GANGSTER FROG IPA	HOPPIN FROG BREWERY	22 OZ		120360	PINNACLE IMPORTS	CS	12
801740024680	y	CASA E DI MIRAFIORE BAROLO DOCG	CASA E DI MIRAFIORE BAROLO DOCG	DOMAINE SELECT WINE ESTATE	750 ML	31.5	106845	PINNACLE IMPORTS	CS	12
801740079808	47 NOOOOOOOO	CASA E DI MIRAFIORE BARBERA DALBA DOC SUPERIORE	CASA E DI MIRAFIORE BARBERA DALBA DOC SUPERIORE	DOMAINE SELECT WINE ESTATE	750 ML	20.25	106847	PINNACLE IMPORTS	CS	12
801740079976	39 NOOOOOOOO	CASA E DI MIRAFIORE LANGHE NEBBIOLO DOC	CASA E DI MIRAFIORE LANGHE NEBBIOLO DOC	DOMAINE SELECT WINE ESTATE	750 ML	25.5	106846	PINNACLE IMPORTS	CS	12
804551312052	36 NOOOOOOOO	HOPPIN FROG BARREL AGED TURBO SHANDY	HOPPIN FROG BARREL AGED TURBO SHANDY	HOPPIN FROG BREWERY	22 OZ		120375	PINNACLE IMPORTS	CS	12
804551312113	51 NOOOOOOOO	HOPPIN FROG KILLA VANILLA EXTRAORDINARY VANILLA IPA	HOPPIN FROG KILLA VANILLA EXTRAORDINARY VANILLA IPA	HOPPIN FROG BREWERY	22 OZ		120377	PINNACLE IMPORTS	CS	12
804879126379	y	ILLAHE WILLAMETTE PN NOIR 2016	ILLAHE WILLAMETTE PINOT NOIR 2016	ILLAHE	750 ML	18.75	119474	PINNACLE IMPORTS	CS	12
804879154082	40 NOOOOOOOO	ILLAHE WILLAMETTE ESTATE PINOT GRIS 2016	ILLAHE WILLAMETTE ESTATE PINOT GRIS 2016	ILLAHE	750 ML	15	119472	PINNACLE IMPORTS	CS	12
804879154105	33 NOOOOOOOO	HYLAND ESTATES COURY PN NOIR 2013	HYLAND ESTATES COURY PINOT NOIR 2013	HYLAND ESTATES	750 ML	48	12587313	PINNACLE IMPORTS	CS	12
804879154105	y	ILLAHE VIOGNIER 2016	ILLAHE VIOGNIER 2016	ILLAHE	750 ML	15	119470	PINNACLE IMPORTS	CS	12
804879154112	35 NOOOOOOOO	ILLAHE ESTATE GRUNER VELTLINER 2015	ILLAHE ESTATE GRUNER VELTLINER 2015	ILLAHE	750 ML	15	119471	PINNACLE IMPORTS	CS	12
805109112124	y	CASTANO SOLANERA 2013	CASTANO SOLANERA 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12.75	120750	PINNACLE IMPORTS	CS	12
805109112247	y	CASTANO MONASTRELL 2014 DI	CASTANO MONASTRELL 2014 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	9	12075114	PINNACLE IMPORTS	CS	12
805109134065	38 NOOOOOOOO	DOMAINE LA GARRIGUE VACQUEYRAS 2015 DI	DOMAINE LA GARRIGUE VACQUEYRAS 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	18	12060113	PINNACLE IMPORTS	CS	12
805109134089	39 NOOOOOOOO	DOMAINE LA GARRIGUE CDR ROMAINE 2015 DI	DOMAINE LA GARRIGUE CDR ROMAINE 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	13.5	12059013	PINNACLE IMPORTS	CS	12
805109187016	y	NOVELLUM CHRDNY 2016 DI	NOVELLUM CHRDNY 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	12086013	PINNACLE IMPORTS	CS	12
805109190115	y	GRAMONA GESSAMI ORG 2016 DI	GRAMONA GESSAMI ORG 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15	120871	PINNACLE IMPORTS	CS	12
805109340015	45 NOOOOOOOO	WILLIAM FEVRE DOMAINE LES CLOS GRAND CRU 2014	WILLIAM FEVRE DOMAINE LES CLOS GRAND CRU 2014	HENRIOT INC.	750 ML	99	122141	PINNACLE IMPORTS	CS	12
805109340015	y	LAFAGE COTE DEST 2015 DI	LAFAGE COTE DEST 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	12088015	PINNACLE IMPORTS	CS	12
805109340022	y	LAFAGE CUVEE CENTENAIRE 2015 DI	LAFAGE CUVEE CENTENAIRE 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12	120641	PINNACLE IMPORTS	CS	12
805109340039	37 NOOOOOOOO	LAFAGE CUVEE NICOLAS GRENACHE 2014 DI	LAFAGE CUVEE NICOLAS GRENACHE 2014 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	13.5	120631	PINNACLE IMPORTS	CS	12
805109340053	y	LAFAGE COTE SUD 2008 DI	LAFAGE COTE SUD 2008 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12	111760	PINNACLE IMPORTS	CS	12
805109445017	y	ESPELT CORALI ROSE 2015	ESPELT CORALI ROSE 2015	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	10.5	110591	PINNACLE IMPORTS	CS	12
805109445055	y	ESPELT VAILLET 2013 DI	ESPELT VAILLET 2013 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	10.5	11060013	PINNACLE IMPORTS	CS	12
805109446014	37 NOOOOOOOO	RAFAEL PALACIOS LOURO GODELLO 2016 DI	RAFAEL PALACIOS LOURO GODELLO 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	18	12080013	PINNACLE IMPORTS	CS	12
805109990012	y	CUVEE FRDDY 2411.2OZ	CUVEE FRDDY 24/11.2OZ	B. UNITED	11.2 OZ		119850	PINNACLE IMPORTS	CS	24
805109990012	y	ALTOVINUM EVODIA 2016 DI	ALTOVINUM EVODIA 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	9.75	12095013	PINNACLE IMPORTS	CS	12
811258020050	33 NOOOOOOOO	THE DISTRICT MERLOT OAKVILLE 2013	THE DISTRICT MERLOT OAKVILLE 2013	UNUM WINE CELLARS LLC	750 ML	33	124772	PINNACLE IMPORTS	CS	12
811387013800	36 NOOOOOOOO	LOST VNYRDS CAB SAUV SOLID CASE ONLY	LOST VNYRDS CABERNET SAUVIGNON SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109190	PINNACLE IMPORTS	CS	12
811387014111	38 NOOOOOOOO	LOST TREE HUGGER ROSSO SOLID CASE ONLY	LOST TREE HUGGER ROSSO SOLID CASE ONLY	LOST VINEYARDS	750 ML	7	106090	PINNACLE IMPORTS	CS	12
811387014159	y	CASSAGNOLES GASCOGNE ROSE 2016	CASSAGNOLES GASCOGNE ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML	8.5	112992	PINNACLE IMPORTS	CS	12
811387015071	y	LOST TREE HUGGER BIANCO	LOST TREE HUGGER BIANCO	LOST VINEYARDS	750 ML	7	106100	PINNACLE IMPORTS	CS	12
811387015743	54 NOOOOOOOO	LOST VNYRDS WHT SANGRIA 500ML (PLASTIC BTL) SOLID CASE	LOST VNYRDS WHITE SANGRIA 500ML (PLASTIC BTL) SOLID CASE	LOST VINEYARDS	500 ML	4.5	110360	PINNACLE IMPORTS	CS	12
811387016887	41 NOOOOOOOO	LOST VNYRDS BERRY SANGRIA SOLID CASE ONLY	LOST VNYRDS BERRY SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110311	PINNACLE IMPORTS	CS	12
811882008127	y	CH. FLEUR CARDINALE LA 2011	CH. FLEUR CARDINALE LA 2011	AUDY	750 ML	42	113520	PINNACLE IMPORTS	CS	12
811882008219	y	CH. FARGUES SAUTERNES 375ML 2005	CH. FARGUES SAUTERNES 375ML 24PK 2005	PINNACLE IMPORTS	375 ML	67.5	113510	PINNACLE IMPORTS	CS	24
811981008219	y	DE DOLLE BOSKEUN11.2	DE DOLLE BOSKEUN 20PK/11.2	B. UNITED	11.2 OZ		301430	PINNACLE IMPORTS	CS	20
814378000407	y	CASA CASTILLO MONASTRELL 2015 DI	CASA CASTILLO MONASTRELL 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	120730	PINNACLE IMPORTS	CS	12
815271020004	y	DURIN PIGATO 2014	DURIN PIGATO 2014	NORTH BERKELEY IMPORTS	750 ML	17.25	126830	PINNACLE IMPORTS	CS	12
815541000552	35 NOOOOOOOO	MONTESE CONDO ROSSO IGT TOSCANA2011	MONTESE CONDO ROSSO IGT TOSCANA2011	LOUIS-DRESSNER	750 ML	16	107210	PINNACLE IMPORTS	CS	12
815770010261	y	STEELHEAD CHARD 2015 1875ML	STEELHEAD CHARD 2015 1875ML	V2 WINE GROUP	187.5 ML	4.5	123321	PINNACLE IMPORTS	CS	24
815770010278	y	STEELHEAD SONOMA MERLOT 187ML	STEELHEAD SONOMA MERLOT 187ML	V2 WINE GROUP	187.5 ML	4.5	123322	PINNACLE IMPORTS	CS	24
831803003017	y	NADIA CAB SAUV 2015	NADIA CABERNET SAUVIGNON 2015	LAETITIA VINEYARD & WINERY	750 ML	20.25	101918	PINNACLE IMPORTS	CS	12
831803003031	y	NADIA SAUV BLANC 2015	NADIA SAUVIGNON BLANC 2015	LAETITIA VINEYARD & WINERY	750 ML	14.25	101919	PINNACLE IMPORTS	CS	12
835207000023	y	SPY VALLEY SAUV BLANC 2016	SPY VALLEY SAUV BLANC 2016	BROADBENT SELECTIONS	750 ML	15.75	108020	PINNACLE IMPORTS	CS	12
835207001013	y	SPY VALLEY PN NOIR 2013	SPY VALLEY PINOT NOIR 2013	BROADBENT SELECTIONS	750 ML	21.75	108010	PINNACLE IMPORTS	CS	12
835207001020	46 NOOOOOOOO	CHATEAU EXTRAVAGANT DE DOISEY DAENE 375ML 2007	CHATEAU EXTRAVAGANT DE DOISEY DAENE 375ML 1PK 2007	AUDY	375 ML	236.5	113480	PINNACLE IMPORTS	EA	1
835207003017	y	SPY VALLEY ENVOY PINOT GRIS 2008	SPY VALLEY ENVOY PINOT GRIS 2008 6PK	BROADBENT SELECTIONS	750 ML	24.75	107990	PINNACLE IMPORTS	CS	6
835207003017	34 NOOOOOOOO	CHATEAU DE MANISSY TAVEL ROSE 2016	CHATEAU DE MANISSY TAVEL ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML	17.25	111297	PINNACLE IMPORTS	CS	12
835603001013	y	BENMARCO MALBEC 2014	BENMARCO MALBEC 2014	FOLIO WINE COMPANY LLC	750 ML	16.5	109340	PINNACLE IMPORTS	CS	12
835603001075	y	LUCA CHRDNY 2013	LUCA CHRDNY 2013	VINE CONNECTIONS	750 ML	27	10907011	PINNACLE IMPORTS	CS	12
835603001082	y	LUCA MALBEC 2014	LUCA MALBEC 2014	VINE CONNECTIONS	750 ML	27.75	109080	PINNACLE IMPORTS	CS	12
835603001105	37 NOOOOOOOO	LUCA SYRAH LABORDE DOUBLE SELECT 2011	LUCA SYRAH LABORDE DOUBLE SELECT 2011	VINE CONNECTIONS	750 ML	23.25	109050	PINNACLE IMPORTS	CS	12
835603001167	y	TIKAL AMORIO 2014	TIKAL AMORIO 2014	VINE CONNECTIONS	750 ML	24.75	10953011	PINNACLE IMPORTS	CS	12
835603001174	36 NOOOOOOOO	TIKAL PATRIOTA BONARDA - MALBEC 2014	TIKAL PATRIOTA BONARDA - MALBEC 2014	VINE CONNECTIONS	750 ML	17.25	10955012	PINNACLE IMPORTS	CS	12
835603001198	y	CLOS PISSARRA CLOS D OC 2009	CLOS PISSARRA CLOS D OC 2009	MIURA VINEYARDS	750 ML	40	119331	PINNACLE IMPORTS	CS	12
835603001259	y	LA POSTA BONARDA 2013	LA POSTA BONARDA 2013	VINE CONNECTIONS	750 ML	14.25	109270	PINNACLE IMPORTS	CS	12
